course_title,domain,sub_domain,level,duration,paid_free,price,mentor,url
Foundations of Statistics (Udacity),Data Science,Statistics,Advanced,3,Paid,79,Udacity,https://www.coursera.org/learn/foundations-of-statistics-udacity
Applied Statistics for Data Science (Udacity),Data Science,Statistics,Mixed,4,Paid,99,Udacity,https://www.coursera.org/learn/applied-statistics-for-data-science-udacity
Professional Statistics Certification (Udacity),Data Science,Statistics,Beginner,5,Free,0,Udacity,https://www.coursera.org/learn/professional-statistics-certification-udacity
Mastering Statistics (Udacity),Data Science,Statistics,Intermediate,6,Paid,49,Udacity,https://www.coursera.org/learn/mastering-statistics-udacity
Practical Statistics Skills (Udacity),Data Science,Statistics,Advanced,8,Paid,79,Udacity,https://www.coursera.org/learn/practical-statistics-skills-udacity
Statistics for Everyone (Udacity),Data Science,Statistics,Mixed,10,Paid,99,Udacity,https://www.coursera.org/learn/statistics-for-everyone-udacity
Advanced Statistics Techniques (Udacity),Data Science,Statistics,Beginner,1,Free,0,Udacity,https://www.coursera.org/learn/advanced-statistics-techniques-udacity
Introduction to Statistics (Microsoft),Data Science,Statistics,Intermediate,2,Paid,49,Microsoft,https://www.coursera.org/learn/introduction-to-statistics-microsoft
Foundations of Statistics (Microsoft),Data Science,Statistics,Advanced,3,Paid,79,Microsoft,https://www.coursera.org/learn/foundations-of-statistics-microsoft
Applied Statistics for Data Science (Microsoft),Data Science,Statistics,Mixed,4,Paid,99,Microsoft,https://www.coursera.org/learn/applied-statistics-for-data-science-microsoft
Professional Statistics Certification (Microsoft),Data Science,Statistics,Beginner,5,Free,0,Microsoft,https://www.coursera.org/learn/professional-statistics-certification-microsoft
Mastering Statistics (Microsoft),Data Science,Statistics,Intermediate,6,Paid,49,Microsoft,https://www.coursera.org/learn/mastering-statistics-microsoft
Practical Statistics Skills (Microsoft),Data Science,Statistics,Advanced,8,Paid,79,Microsoft,https://www.coursera.org/learn/practical-statistics-skills-microsoft
Statistics for Everyone (Microsoft),Data Science,Statistics,Mixed,10,Paid,99,Microsoft,https://www.coursera.org/learn/statistics-for-everyone-microsoft
Advanced Statistics Techniques (Microsoft),Data Science,Statistics,Beginner,1,Free,0,Microsoft,https://www.coursera.org/learn/advanced-statistics-techniques-microsoft
Introduction to Deep Learning,Data Science,Deep Learning,Intermediate,2,Paid,49,Coursera,https://www.coursera.org/learn/introduction-to-deep-learning
Foundations of Deep Learning,Data Science,Deep Learning,Advanced,3,Paid,79,Coursera,https://www.coursera.org/learn/foundations-of-deep-learning
Applied Deep Learning for Data Science,Data Science,Deep Learning,Mixed,4,Paid,99,Coursera,https://www.coursera.org/learn/applied-deep-learning-for-data-science
Professional Deep Learning Certification,Data Science,Deep Learning,Beginner,5,Free,0,Coursera,https://www.coursera.org/learn/professional-deep-learning-certification
Mastering Deep Learning,Data Science,Deep Learning,Intermediate,6,Paid,49,Coursera,https://www.coursera.org/learn/mastering-deep-learning
Practical Deep Learning Skills,Data Science,Deep Learning,Advanced,8,Paid,79,Coursera,https://www.coursera.org/learn/practical-deep-learning-skills
Deep Learning for Everyone,Data Science,Deep Learning,Mixed,10,Paid,99,Coursera,https://www.coursera.org/learn/deep-learning-for-everyone
Advanced Deep Learning Techniques,Data Science,Deep Learning,Beginner,1,Free,0,Coursera,https://www.coursera.org/learn/advanced-deep-learning-techniques
Introduction to Deep Learning (Google),Data Science,Deep Learning,Intermediate,2,Paid,49,Google,https://www.coursera.org/learn/introduction-to-deep-learning-google
Foundations of Deep Learning (Google),Data Science,Deep Learning,Advanced,3,Paid,79,Google,https://www.coursera.org/learn/foundations-of-deep-learning-google
Applied Deep Learning for Data Science (Google),Data Science,Deep Learning,Mixed,4,Paid,99,Google,https://www.coursera.org/learn/applied-deep-learning-for-data-science-google
Professional Deep Learning Certification (Google),Data Science,Deep Learning,Beginner,5,Free,0,Google,https://www.coursera.org/learn/professional-deep-learning-certification-google
Mastering Deep Learning (Google),Data Science,Deep Learning,Intermediate,6,Paid,49,Google,https://www.coursera.org/learn/mastering-deep-learning-google
Practical Deep Learning Skills (Google),Data Science,Deep Learning,Advanced,8,Paid,79,Google,https://www.coursera.org/learn/practical-deep-learning-skills-google
Deep Learning for Everyone (Google),Data Science,Deep Learning,Mixed,10,Paid,99,Google,https://www.coursera.org/learn/deep-learning-for-everyone-google
Advanced Deep Learning Techniques (Google),Data Science,Deep Learning,Beginner,1,Free,0,Google,https://www.coursera.org/learn/advanced-deep-learning-techniques-google
Introduction to Deep Learning (IBM),Data Science,Deep Learning,Intermediate,2,Paid,49,IBM,https://www.coursera.org/learn/introduction-to-deep-learning-ibm
Foundations of Deep Learning (IBM),Data Science,Deep Learning,Advanced,3,Paid,79,IBM,https://www.coursera.org/learn/foundations-of-deep-learning-ibm
Applied Deep Learning for Data Science (IBM),Data Science,Deep Learning,Mixed,4,Paid,99,IBM,https://www.coursera.org/learn/applied-deep-learning-for-data-science-ibm
Professional Deep Learning Certification (IBM),Data Science,Deep Learning,Beginner,5,Free,0,IBM,https://www.coursera.org/learn/professional-deep-learning-certification-ibm
Mastering Deep Learning (IBM),Data Science,Deep Learning,Intermediate,6,Paid,49,IBM,https://www.coursera.org/learn/mastering-deep-learning-ibm
Practical Deep Learning Skills (IBM),Data Science,Deep Learning,Advanced,8,Paid,79,IBM,https://www.coursera.org/learn/practical-deep-learning-skills-ibm
Deep Learning for Everyone (IBM),Data Science,Deep Learning,Mixed,10,Paid,99,IBM,https://www.coursera.org/learn/deep-learning-for-everyone-ibm
Advanced Deep Learning Techniques (IBM),Data Science,Deep Learning,Beginner,1,Free,0,IBM,https://www.coursera.org/learn/advanced-deep-learning-techniques-ibm
Introduction to Deep Learning (Stanford),Data Science,Deep Learning,Intermediate,2,Paid,49,Stanford,https://www.coursera.org/learn/introduction-to-deep-learning-stanford
Foundations of Deep Learning (Stanford),Data Science,Deep Learning,Advanced,3,Paid,79,Stanford,https://www.coursera.org/learn/foundations-of-deep-learning-stanford
Applied Deep Learning for Data Science (Stanford),Data Science,Deep Learning,Mixed,4,Paid,99,Stanford,https://www.coursera.org/learn/applied-deep-learning-for-data-science-stanford
Professional Deep Learning Certification (Stanford),Data Science,Deep Learning,Beginner,5,Free,0,Stanford,https://www.coursera.org/learn/professional-deep-learning-certification-stanford
Mastering Deep Learning (Stanford),Data Science,Deep Learning,Intermediate,6,Paid,49,Stanford,https://www.coursera.org/learn/mastering-deep-learning-stanford
Practical Deep Learning Skills (Stanford),Data Science,Deep Learning,Advanced,8,Paid,79,Stanford,https://www.coursera.org/learn/practical-deep-learning-skills-stanford
Deep Learning for Everyone (Stanford),Data Science,Deep Learning,Mixed,10,Paid,99,Stanford,https://www.coursera.org/learn/deep-learning-for-everyone-stanford
Advanced Deep Learning Techniques (Stanford),Data Science,Deep Learning,Beginner,1,Free,0,Stanford,https://www.coursera.org/learn/advanced-deep-learning-techniques-stanford
Introduction to Deep Learning (MIT),Data Science,Deep Learning,Intermediate,2,Paid,49,MIT,https://www.coursera.org/learn/introduction-to-deep-learning-mit
Foundations of Deep Learning (MIT),Data Science,Deep Learning,Advanced,3,Paid,79,MIT,https://www.coursera.org/learn/foundations-of-deep-learning-mit
Applied Deep Learning for Data Science (MIT),Data Science,Deep Learning,Mixed,4,Paid,99,MIT,https://www.coursera.org/learn/applied-deep-learning-for-data-science-mit
Professional Deep Learning Certification (MIT),Data Science,Deep Learning,Beginner,5,Free,0,MIT,https://www.coursera.org/learn/professional-deep-learning-certification-mit
Mastering Deep Learning (MIT),Data Science,Deep Learning,Intermediate,6,Paid,49,MIT,https://www.coursera.org/learn/mastering-deep-learning-mit
Practical Deep Learning Skills (MIT),Data Science,Deep Learning,Advanced,8,Paid,79,MIT,https://www.coursera.org/learn/practical-deep-learning-skills-mit
Deep Learning for Everyone (MIT),Data Science,Deep Learning,Mixed,10,Paid,99,MIT,https://www.coursera.org/learn/deep-learning-for-everyone-mit
Advanced Deep Learning Techniques (MIT),Data Science,Deep Learning,Beginner,1,Free,0,MIT,https://www.coursera.org/learn/advanced-deep-learning-techniques-mit
Introduction to Deep Learning (Yale),Data Science,Deep Learning,Intermediate,2,Paid,49,Yale,https://www.coursera.org/learn/introduction-to-deep-learning-yale
Foundations of Deep Learning (Yale),Data Science,Deep Learning,Advanced,3,Paid,79,Yale,https://www.coursera.org/learn/foundations-of-deep-learning-yale
Applied Deep Learning for Data Science (Yale),Data Science,Deep Learning,Mixed,4,Paid,99,Yale,https://www.coursera.org/learn/applied-deep-learning-for-data-science-yale
Professional Deep Learning Certification (Yale),Data Science,Deep Learning,Beginner,5,Free,0,Yale,https://www.coursera.org/learn/professional-deep-learning-certification-yale
Mastering Deep Learning (Yale),Data Science,Deep Learning,Intermediate,6,Paid,49,Yale,https://www.coursera.org/learn/mastering-deep-learning-yale
Practical Deep Learning Skills (Yale),Data Science,Deep Learning,Advanced,8,Paid,79,Yale,https://www.coursera.org/learn/practical-deep-learning-skills-yale
Deep Learning for Everyone (Yale),Data Science,Deep Learning,Mixed,10,Paid,99,Yale,https://www.coursera.org/learn/deep-learning-for-everyone-yale
Advanced Deep Learning Techniques (Yale),Data Science,Deep Learning,Beginner,1,Free,0,Yale,https://www.coursera.org/learn/advanced-deep-learning-techniques-yale
Introduction to Deep Learning (University of Michigan),Data Science,Deep Learning,Intermediate,2,Paid,49,University of Michigan,https://www.coursera.org/learn/introduction-to-deep-learning-university-of-michigan
Foundations of Deep Learning (University of Michigan),Data Science,Deep Learning,Advanced,3,Paid,79,University of Michigan,https://www.coursera.org/learn/foundations-of-deep-learning-university-of-michigan
Applied Deep Learning for Data Science (University of Michigan),Data Science,Deep Learning,Mixed,4,Paid,99,University of Michigan,https://www.coursera.org/learn/applied-deep-learning-for-data-science-university-of-michigan
Professional Deep Learning Certification (University of Michigan),Data Science,Deep Learning,Beginner,5,Free,0,University of Michigan,https://www.coursera.org/learn/professional-deep-learning-certification-university-of-michigan
Mastering Deep Learning (University of Michigan),Data Science,Deep Learning,Intermediate,6,Paid,49,University of Michigan,https://www.coursera.org/learn/mastering-deep-learning-university-of-michigan
Practical Deep Learning Skills (University of Michigan),Data Science,Deep Learning,Advanced,8,Paid,79,University of Michigan,https://www.coursera.org/learn/practical-deep-learning-skills-university-of-michigan
Deep Learning for Everyone (University of Michigan),Data Science,Deep Learning,Mixed,10,Paid,99,University of Michigan,https://www.coursera.org/learn/deep-learning-for-everyone-university-of-michigan
Advanced Deep Learning Techniques (University of Michigan),Data Science,Deep Learning,Beginner,1,Free,0,University of Michigan,https://www.coursera.org/learn/advanced-deep-learning-techniques-university-of-michigan
