course_title,domain,sub_domain,level,duration,paid_free,price,mentor,url
Critical Thinking & Logic: Real-World Skills,Personal Development,Critical Thinking,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/critical-thinking-logic
Critical Thinking Skills for University Success,Personal Development,Critical Thinking,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/critical-thinking-skills
Creative Thinking Tools for Success and Leadership,Personal Development,Critical Thinking,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/creative-thinking-tools-for-success-and-leadership-specialization-imperial
Leadership and Critical Thinking,Personal Development,Critical Thinking,Advanced,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/leadership-critical-thinking
Mindfulness and Well-being,Personal Development,Mindfulness,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/mindfulness-and-well-being
Mindfulness and Well-being: Foundations,Personal Development,Mindfulness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/foundations-of-mindfulness
Professional Skills: Personal Resilience,Personal Development,Mindfulness,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/personal-resilience
Mindfulness: An Approach to Stress Reduction,Personal Development,Mindfulness,Advanced,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/an-approach-to-stress-reduction
The Science of Well-Being,Personal Development,Mindfulness,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/the-science-of-well-being
GestiÃ³n del estrÃ©s y Mindfulness,Personal Development,Mindfulness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/gestion-del-estres-y-mindfulness
Managing Emotions in Times of Uncertainty & Stress,Personal Development,Mindfulness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/managing-emotions-uncertainty-stress
De-Mystifying Mindfulness,Personal Development,Mindfulness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/mindfulness
Mindfulness for Stress Relief: Calm Your Mind & Body,Personal Development,Mindfulness,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/mindfulness-for-stress-management-
The science of mind and decision making,Personal Development,Mindfulness,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/the-science-of-mind-and-decision-making
Positive Psychology: Resilience Skills,Personal Development,Mindfulness,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/positive-psychology-resilience
Self-Care Essentials: Embrace & Nurture the Real You,Personal Development,Mindfulness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/self-care-essentials-embrace-and-nurture-the-real-you
"Emotional Intelligence, Creativity, and Mental Strength - 2026",Personal Development,Productivity,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/emotional-intelligence
Authentic Communication With Confidence And Impact,Personal Development,Productivity,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/authentic-communication-with-confidence-and-impact
How to Build an Executive Presence,Personal Development,Productivity,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/how-to-build-an-executive-presence
Acting Skills for Business Communication and Leadership,Personal Development,Productivity,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/acting-skills-business-communication-leadership
Project Management Essentials: Lead Projects with Confidence,Personal Development,Productivity,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/packt-project-management-essentials-lead-projects-with-confidence
Build Client Rapport,Personal Development,Productivity,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/build-client-rapport
Leadership: Being a Confident and Effective Team Leader,Personal Development,Productivity,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/leadershipbeingaconfidentandeffectiveteamleader
Build High-Performing Teams,Personal Development,Productivity,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/build-high-performing-teams
Building AI Agents and Agentic Workflows,Personal Development,Productivity,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/building-ai-agents-and-agentic-workflows
Building a Healthy Plate,Personal Development,Productivity,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/building-a-healthy-plate
Nutrition Mastery for Fitness and Wellness,Health,Nutrition,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/nutrition-mastery-for-fitness-and-wellness
Child Nutrition and Health,Health,Nutrition,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/child-nutrition-and-health
Nutrition Coaching for Fitness,Health,Nutrition,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/nutrition-coaching-fitness-wellness
NASM Personal Fitness Trainer,Health,Nutrition,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/nasm-personal-fitness-trainer
Nutrition Education for the Consumer,Health,Nutrition,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/nutrition-education-for-the-consumer
Weight Management: Beyond Balancing Calories,Health,Nutrition,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/weight-management-beyond-balancing-calories
Putting the Personal in Personalized Nutrition,Health,Nutrition,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/putting-the-personal-in-personalized-nutrition
Child Nutrition and Cooking,Health,Nutrition,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/childnutrition
The Building Blocks of Nutrition for Fitness,Health,Nutrition,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/nutrition-coach-building-blocks-fitness
Psychological First Aid,Health,Mental Health,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/psychological-first-aid
"Psychology of Anxiety, Mood, Substance Use, and Addictive Behaviors",Health,Mental Health,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/anxiety-mood-substance-addictive-behaviors
Positive Psychiatry and Mental Health,Health,Mental Health,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/positive-psychiatry
Mental Health Care Fundamentals,Health,Mental Health,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/mental-health-care-fundamentals
"Mental Health Development, Difficulties, and Disorders",Health,Mental Health,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/mental-health-development-difficulties-and-disorders
Disorders Related To Trauma,Health,Mental Health,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/disorders-related-to-trauma
A Holistic Approach to Mental Health,Health,Mental Health,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/a-holistic-approach-to-mental-health
Mental Health and Wellbeing in the Workplace,Health,Mental Health,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/learn/wiley-mental-health-and-wellbeing-in-the-workplace
Suicide Prevention,Health,Mental Health,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/suicide-prevention
"Psychology of Disorders Related to Trauma, Anxiety, & Stress",Health,Mental Health,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/psychology-of-disorders-related-to-trauma-anxiety-and-stress
Science of Exercise,Health,Fitness,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/science-exercise
The Science of Eating Well for Fitness,Health,Fitness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/nutrition-coach-science-of-eating-well-fitness
"Anatomy, Physiology, and Kinesiology for Fitness Professions",Health,Fitness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/anatomy-physiology-and-kinesiology-for-fitness
Getting Started as a Personal Fitness Trainer,Health,Fitness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/getting-started-as-a-personal-fitness-trainer
Intro to Personal Training: A Career Starter Course,Health,Fitness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/intro-to-personal-training
Understanding Fitness Programming,Health,Fitness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/understanding-fitness-programming
Niel Asher Education Advanced Personal Trainer,Health,Fitness,Advanced,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/advanced-personal-trainer
GLP-1 Medication Support Course for Fitness Professionals,Health,Fitness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/glp-1-medication-support-fitness-wellness
Nutrition and Weight Management for Fitness Professionals,Health,Fitness,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/nutrition-and-weight-management-for-fitness-professionals
Introduction to Healthcare Management,Health,Healthcare Management,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-to-healthcare-management
Healthcare Management and Finance,Health,Healthcare Management,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/healthcare-management-and-finance
Project Management in Healthcare,Health,Healthcare Management,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/project-management-in-healthcare
Johns Hopkins Medical Office Manager,Health,Healthcare Management,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/johns-hopkins-medical-office-manager
Analytics in Healthcare Management and Administration,Health,Healthcare Management,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/analytics-in-healthcare-management-and-administration
Medical Office Procedures and Administration Fundamentals,Health,Healthcare Management,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/medical-office-procedures-and-administration-fundamentals
AI in Healthcare,Health,Healthcare Management,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/ai-healthcare
Healthcare Organization Operations,Health,Healthcare Management,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/healthcare-organization-operations
The Business of Health Care,Health,Healthcare Management,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/healthcare-administration-management
"Preventing Fraud, Waste, and Abuse (FWA) in Healthcare",Health,Healthcare Management,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/preventing-fraud-waste-and-abuse-in-healthcare
Quality and Safety in Ambulatory Healthcare Management,Health,Healthcare Management,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/quality-and-safety-ambulatory-healthcare-management
Epidemiology in Public Health Practice,Health,Public Health,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/professional-epidemiology
Foundations of Public Health Practice: The Public Health Approach,Health,Public Health,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/foundations-public-health-approach
Systems Thinking In Public Health,Health,Public Health,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/systems-thinking
Foundations of Public Health Practice,Health,Public Health,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/foundations-public-health-practice
Biostatistics in Public Health,Health,Public Health,Advanced,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/biostatistics-public-health
Essentials of Global Health,Health,Public Health,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/essentials-global-health
Epidemiology: The Basic Science of Public Health,Health,Public Health,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/epidemiology
Introduction to Using Generative AI in Public Health,Health,Public Health,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/generative-ai-to-improve-public-health
Statistical Analysis with R for Public Health,Health,Public Health,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/statistical-analysis-r-public-health
Public Health Leadership,Health,Public Health,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/public-health-leadership
Epidemiology for Public Health,Health,Public Health,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/public-health-epidemiology
Introduction to Statistics & Data Analysis in Public Health,Health,Public Health,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health
Medical Terminology,Health,Medical,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/medicalterminology
Medical Terminology and the Human Body Fundamentals,Health,Medical,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/medical-terminology-human-body-fundamentals
Clinical Medical Assistant Fundamentals,Health,Medical,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/clinical-medical-assistant-fundamentals
Anatomy,Health,Medical,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/anatomy
AAPC Medical Biller,Health,Medical,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/aapc-medical-biller
AI for Medical Diagnosis,Health,Medical,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/ai-for-medical-diagnosis
Human Anatomy and Medical Terminology Fundamentals,Health,Medical,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/human-anatomy-medical-terminology-fundamentals
Medical Neuroscience,Health,Medical,Advanced,6,Free,0,Coursera Instructor,https://www.coursera.org/learn/medical-neuroscience
Visualizing the Living Body: Diagnostic Imaging,Health,Medical,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/diagnosticimaging
"Introduction to Biology: Ecology, Evolution, & Biodiversity",Health,Biology,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/introduction-to-biology
Molecular and Cell Biology,Health,Biology,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/lecturio-molecular-and-cell-biology
Introduction to Genetics and Evolution,Health,Biology,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/genetics-evolution
Cancer Biology,Health,Biology,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/cancer-biology
General Biology,Health,Biology,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/general-biology-odc
Biology Everywhere,Health,Biology,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/biology-everywhere
Understanding the Brain: The Neurobiology of Everyday Life,Health,Biology,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/neurobiology
Marine Biology,Health,Biology,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/marine-biology
Introductory Human Physiology,Health,Biology,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/physiology
Chemical Biology,Health,Biology,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/chemical-biology
Introduction to the Biology of Cancer,Health,Biology,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/cancer
Human Anatomy & Physiology I,Health,Anatomy,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/human-anatomy-physiology-1
Anatomy: Musculoskeletal and Integumentary Systems,Health,Anatomy,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/anatomy403-1x
Anatomy of the Head and Spine,Health,Anatomy,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/anatomy-head-spine
Anatomy of the Upper and Lower Extremities,Health,Anatomy,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/anatomy-extremeties
"Medical Terminology, Anatomy, and Physiology Fundamentals",Health,Anatomy,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/medical-terminology-anatomy-physiology-fundamentals
Anatomy: Human Neuroanatomy,Health,Anatomy,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/anatomy403-3x
"Anatomy of the Chest, Neck, Abdomen, and Pelvis",Health,Anatomy,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/trunk-anatomy
Human Anatomy & Physiology II,Health,Anatomy,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/human-anatomy-physiology-2
"The Modern World, Part One: Global History from 1760 to 1910",Arts & Humanities,History,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/modern-world
Greek and Roman Mythology,Arts & Humanities,History,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/mythology
"The Modern World, Part Two: Global History since 1910",Arts & Humanities,History,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/modern-world-2
Russian History: from Lenin to Putin,Arts & Humanities,History,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/russian-history-lenin-putin
Contemporary Palestinian History,Arts & Humanities,History,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/contemporary-palestinian-history
Big History - From the Big Bang until Today,Arts & Humanities,History,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/bighistory
Introduction to Ancient Egypt and Its Civilization,Arts & Humanities,History,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/introancientegypt
"The History of Medicine: Philosophy, Science, and Psychology",Arts & Humanities,History,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/history-of-medicine
Magic in the Middle Ages,Arts & Humanities,History,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/magic-middle-ages
"Plagues, Witches, and War: The Worlds of Historical Fiction",Arts & Humanities,History,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/historical-fiction
The Ancient Greeks,Arts & Humanities,History,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/ancient-greeks
Logic In Philosophy: Logical Fallacies And Common Mistakes,Arts & Humanities,Philosophy,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/logic-in-philosophy
Introduction to Philosophy,Arts & Humanities,Philosophy,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/learn/philosophy
Ancient Philosophy: Plato & His Predecessors,Arts & Humanities,Philosophy,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/plato
"Philosophy, Science and Religion: Philosophy and Religion",Arts & Humanities,Philosophy,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/philosophy-science-religion-2
Ancient Philosophy: Aristotle and His Successors,Arts & Humanities,Philosophy,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/aristotle
Moralities of Everyday Life,Arts & Humanities,Philosophy,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/moralities
Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,Arts & Humanities,Philosophy,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/philosophy-cognitive-sciences
Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,Arts & Humanities,Philosophy,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/know-thyself-the-examined-life
Philosophy of Science,Arts & Humanities,Philosophy,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/philosophy-of-science
"SÃ¸ren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",Arts & Humanities,Philosophy,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/kierkegaard
"Philosophy, Science and Religion: Science and Philosophy",Arts & Humanities,Philosophy,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/philosophy-science-religion-1
Creative Writing,Arts & Humanities,Literature,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/creative-writing
How to Read a Novel,Arts & Humanities,Literature,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/how-to-read-a-novel
American Renaissance: Classic Literature of the 19th Century,Arts & Humanities,Literature,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/american-renaissance-classic-literature-of-the-19th-century
Modern & Contemporary American Poetry (âModPoâ),Arts & Humanities,Literature,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/learn/modpo
The Modern and the Postmodern (Part 1),Arts & Humanities,Literature,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/modern-postmodern-1
English Composition I,Arts & Humanities,Literature,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/english-composition
Old Norse Mythology in the Sources,Arts & Humanities,Literature,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/old-norse-mythology-sources
"Online Games: Literature, New Media, and Narrative",Arts & Humanities,Literature,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/interactive-media-gaming
Writing and Disseminating Grey Literature,Arts & Humanities,Literature,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/writing-and-disseminating-grey-literature
Fundamentals of Music Theory,Arts & Humanities,Music,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/edinburgh-music-theory
Music Production,Arts & Humanities,Music,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/music-production
"Songwriting: Writing, Arranging, and Producing Music",Arts & Humanities,Music,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/songwriting
The Art of Music Production,Arts & Humanities,Music,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/producing-music
How to Play Guitar,Arts & Humanities,Music,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/play-guitar
Getting Started With Music Theory,Arts & Humanities,Music,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/music-theory
Writing and Producing Music in Your Home Studio,Arts & Humanities,Music,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/writing-and-producing-music-in-your-home-studio
Developing Your Musicianship,Arts & Humanities,Music,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/musicianship-specialization
Music Business,Arts & Humanities,Music,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/music-business
The Neuroscience of Music and Emotion,Arts & Humanities,Music,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/music-and-neuroscience
Electronic Music Production,Arts & Humanities,Music,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/electronic-music-production
Introduction to Classical Music,Arts & Humanities,Music,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/introclassicalmusic
Create Professional Social Media Designs with Canva,Arts & Humanities,Design,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/create-professional-social-media-designs-with-canva
Adobe Graphic Designer: Design that Demands Attention,Arts & Humanities,Design,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/adobe-graphic-designer
The Complete Graphic Design Masterclass,Arts & Humanities,Design,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/the-complete-graphic-design-masterclass
Design Fundamentals with AI,Arts & Humanities,Design,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/design-fundamentals-ai
Xbox Graphic Designer,Arts & Humanities,Design,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/xbox-graphic-designer
"Creative Design Tools: Adobe Photoshop, Illustrator, Acrobat",Arts & Humanities,Design,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/creative-design-tools-adobe-photoshop-illustrator-acrobat
Build your business brand using Canva,Arts & Humanities,Design,Beginner,0.1,Free,0,Coursera Instructor,https://www.coursera.org/projects/build-your-business-brand-using-canva
Graphic Design Elements for Non-Designers,Arts & Humanities,Design,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/graphic-design-elements-non-designers
"Cameras, Exposure, and Photography",Arts & Humanities,Photography,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/exposure-photography
Portrait Photography,Arts & Humanities,Photography,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/portrait-photography
Street Photography,Arts & Humanities,Photography,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/street-photography
Landscape Photography,Arts & Humanities,Photography,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/landscape-photography
"Photography Techniques: Light, Content, and Sharing",Arts & Humanities,Photography,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/photography-techniques
Seeing Through Photographs,Arts & Humanities,Photography,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/photography
Principles of Photo Composition and Digital Image Post-Production,Arts & Humanities,Photography,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/photo-composition
Adobe Lightroom Essentials,Arts & Humanities,Photography,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/adobe-lightroom-essentials
Street Photography: Foundations & Creative Mindsets,Arts & Humanities,Photography,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/street-photography-foundations--creative-mindsets
Master Photography & Affinity Photo Techniques,Arts & Humanities,Photography,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/master-photography-affinity-photo-techniques
Creative Writing: The Craft of Plot,Arts & Humanities,Writing,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/craft-of-plot
Good with Words: Writing and Editing,Arts & Humanities,Writing,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/good-with-words
Memoir and Personal Essay: Write About Yourself,Arts & Humanities,Writing,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/memoir-personal-essay
Write Your First Novel,Arts & Humanities,Writing,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/learn/write-your-first-novel
Creative Writing: The Craft of Style,Arts & Humanities,Writing,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/craft-of-style
Creative Writing: The Craft of Character,Arts & Humanities,Writing,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/craft-of-character
Creative Writing: The Craft of Setting and Description,Arts & Humanities,Writing,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/craft-of-setting-and-description
"Writing poetry and other creative writing, and promoting it",Arts & Humanities,Writing,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/creativity-and-writing
Culture-Driven Team Building,Arts & Humanities,Culture,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/team-building
Arts and Culture Strategy,Arts & Humanities,Culture,Mixed,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/arts-culture-strategy
Human Capital: Globalization and Culture,Arts & Humanities,Culture,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/human-capital-globalization-and-culture
Workplace Culture for Everyone,Arts & Humanities,Culture,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/workplacecultureforeveryone
"Art of the MOOC: Art, Culture, and Society",Arts & Humanities,Culture,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/art-culture-society
Fandom and Popular Culture in the Digital Age,Arts & Humanities,Culture,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/fandom-popular-culture-digital-age
The Power of Team Culture,Arts & Humanities,Culture,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/team-culture
Leading Teams: Building Effective Team Cultures,Arts & Humanities,Culture,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/leading-teams-building-effective-team-cultures
Building an Agile Culture for Your Organization,Arts & Humanities,Culture,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/agile-organizational-culture
"Consumption, Marketing and Culture",Arts & Humanities,Culture,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/consumption-marketing-culture
"Ethics, Culture, and Global Perspectives",Arts & Humanities,Culture,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/ethics-culture-and-global-perspectives
Introduction to Korean Philosophy and Culture,Arts & Humanities,Culture,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-to-korean-philosophy-and-culture
English Advanced C1,Language Learning,English,Advanced,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/english-advanced-c1
English Language Skills A2-B1 CEFR: Low-Intermediate,Language Learning,English,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/english-a2-b1-low-intermediate
English Language Skills A1-A2 CEFR: Beginner,Language Learning,English,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/english-a1-a2-beginner
English Language Skills B1-B2 CEFR: Intermediate,Language Learning,English,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/english-b1-b2-intermediate
